ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
09-11,30/03/23 23:15:29,https://twitter.com/User_0617/status/1521419716069556224,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni di nagawan ng paraan,@user_0617,Riczer1231,,Anonymous ,02/20,125,2,,@iamkulasparov @stivfrancisco @instantmaki Si Leni ang nasa posisyon habang may pandemya  bakit di nya nagawan ng paraan kung hindi sapat ang natatanggap ng frontliners,,"Text, Reply",03/05/22 17:21,,Rational ,0,6,0,,,,"It is not the duty of Robredo to provide the Health Emergency Allowance to medical personnel. 

https://doh.gov.ph/faqs/covid-19-health-emergency-allowance",No Location and Account bio.,,
09-12,30/03/23 23:15:29,https://twitter.com/ItsJamMagno/status/1268187255476154369,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni di nagawan ng paraan,@itsjammagno,Jam Magno,"Ibahin niyo ako, palaban to.
Queen of Facts. Empress of Satire. 
Prophetess of the Night.
Kakampangets' greatest Nightmare. 
#Uniteam #WinningTeam",Identified ,08/15,0,76065,Butuan City,"@BBuddy2020 @fanboyathome @janinegutierrez We can survive covid kasi magaling ang gobyerno ngayon, ano pa kaya kung si leni ang pangulo, baka palpak pa nga, yolanda nga di nagawan ng paraan. Ooops",,"Text, Reply",03/06/20 22:26,,Rational ,1,2,1,,,,"""The HUDCC listed five key accomplishments including cutting red tape, providing socialized and low-cost housing and construction of around 17,000 homes for victims of Typhoon Yolanda.""

https://www.philstar.com/headlines/2016/12/05/1650564/hudcc-bares-accomplishments-under-robredo",,,
09-13,30/03/23 23:51:57,https://twitter.com/angeli1007/status/1588856012798562305,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni hindi tumulong,@angeli1007,Angeli 🇵🇭🇬🇧🇺🇸,,Anonymous ,06/14,580,572,"Kensington, London, England","@Auhofstrasse1 @jclem3 matagal na pala ang problema sabi mo, bakit hindi tumulong si Leni nuong  VP sya ng 6 years?",,"Text, Reply",05/11/22 19:29,,Emotional ,0,0,0,,,,"Robredo has voiced concerns for seafarers and established a program to create seafarers.

https://news.abs-cbn.com/news/12/16/21/robredo-govt-should-help-seafarers-become-deck-officers",No Account bio.,,
09-14,31/03/23 00:23:41,https://twitter.com/BabyleneJessa/status/1246198828102864897,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni walang ambag,@babylenejessa,Babylene jessa Gapusan,BAWAL TOXIC DITO 🤣,Identified ,04/20,103,2,,@vicegandako Meme? Sa totoo lang walang ambag si leni sa bansa batin puro bash lang nagagawa nyan sa presindenti natin! Sa pres. Digs dapat ang pasasalamatan natin ng todo dito 😕,,"Text, Reply",04/04/20 06:12,,Rational ,1,0,0,,,,https://newsinfo.inquirer.net/1605274/leni-robredos-vp-tenure-small-funds-big-objectives,No Location.,,
09-15,31/03/23 00:23:41,https://twitter.com/sb19lov/status/1245715523607781376,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni walang ambag,@sb19lov,PPOP-SB19 ❤️,PPOP GROUP. 💕,Anonymous ,12/18,286,403,Republic of the Philippines,@vicegandako Hahahah maka tawa manko oy..!! Ano ambag ni Leni sis??? Sige lang man siya mama pero walang gawa.,,"Text, Reply",02/04/20 22:11,,Emotional ,2,0,0,,,,https://newsinfo.inquirer.net/1605274/leni-robredos-vp-tenure-small-funds-big-objectives,,,
09-16,31/03/23 00:23:41,https://twitter.com/Dandie29058796/status/1245677694563409920,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni walang ambag,@dandie29058796,Dandie,Bisaya warrior,Anonymous ,04/20,0,0,,@vicegandako Anong nagawa ni FAKE VP? HAHAHAHAHAHAHAHABAHAHA WALANG AMBAG TPOS ANO YUN VP LENI? NAGHAHANAP KA SA GOBYERNO DBA? SAAN KA PALA NAG TTRABAHONG TANGA KA?,,"Text, Reply",02/04/20 19:41,,"Rational, Emotional ",0,0,0,,,,https://newsinfo.inquirer.net/1605274/leni-robredos-vp-tenure-small-funds-big-objectives,No Location.,,
09-17,31/03/23 00:23:41,https://twitter.com/iamsellainel21/status/1244826918240710656,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni walang ambag,@iamsellainel21,a n t a L,"Ang ngiti mo'y parang isang tala
na matagal na ang kinang ngunit ngayon lang nakita",Anonymous ,09/19,57,20,Republic of the Philippines,@rryyyaaaannnn Wala namang kwenta si Leni. Ano bang ambag nyan puro contradictions lang ginagawa nya tas walang kwentang comments about sa situation,,"Text, Reply",31/03/20 11:20,,"Rational, Emotional ",0,0,0,,,,https://newsinfo.inquirer.net/1605274/leni-robredos-vp-tenure-small-funds-big-objectives,,,
09-18,31/03/23 00:23:41,https://twitter.com/mylesjuann/status/1244109107130281984,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni walang ambag,@mylesjuann,myles,cigarettes after shrek,Anonymous ,11/18,113,123,straight liko,@kylecnde tangina puro ka reklamo wala ka namang naiambag sa lipunan. mga dilawan salot sa lipunan isama mo na rin si leni lugaw walang ambag. si pres matanda na pero ginawa niya lahat para sa atin pero ikaw? ano ba ambag mo? magreklamo? #dilawan#crabmentality,,"Text, Reply",29/03/20 11:48,,Emotional ,2,0,0,,,,https://newsinfo.inquirer.net/1605274/leni-robredos-vp-tenure-small-funds-big-objectives,Fake Location.,,
09-19,31/03/23 00:36:41,https://twitter.com/DejMillena/status/1128221312592248832,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni walang ambag,@dejmillena,Adi Jem,"PINOY 🇵🇭 Insta : @dejchuyyy // YTChannel : ChoyLoy Vlog
FB page : Dej Millena/Choyloy Vlog&Vines",Identified ,06/11,248,137,Cagayan de Oro City,Dinaya nyo din kami noong 2016. Dapat si Marcos naging VP hindi si lugaw Leni na walang ambag 😒🙄,,"Text, URL",14/05/19 16:51,,Emotional ,0,0,0,,,,https://newsinfo.inquirer.net/1605274/leni-robredos-vp-tenure-small-funds-big-objectives,,,
09-20,31/03/23 01:14:09,https://twitter.com/4theBoysIlocano/status/1245572568423124993,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni di marunong,@4theboysilocano,For the Boys,Kilusan ng Pagkakaisa,Anonymous ,02/20,257,130,,@cnnphilippines @AC_Nicholls Yan nga yung sinasabi namin dina nakakatulong si Leni nangugulo na para ipamukha sa gobyerno na di marunong kaya dapat unahin yan na kasuhan,,"Text, Reply",02/04/20 12:43,,Rational ,5,31,0,,,,"""In 2020, the first year of the pandemic, the OVP put together a total of P505.3 million in assistance for COVID-19 response and another P35.06 million for disaster relief operations, including those for the eruption of Taal Volcano in January that year and the series of typhoons from October to November.""

https://newsinfo.inquirer.net/1535046/fwd-how-the-ovp-responded-during-pandemics-2nd-year",No Location.,,
09-21,31/03/23 09:06:31,https://twitter.com/lailodelomo/status/1196085624563884032,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni magnanakaw,@lailodelomo,Lailo DeLomo,,Anonymous ,11/10,48,12,Republic of the Philippines,@ianrobles_ Una si Leni ay under qualify boba. Second yung backer niya ay mga magnanakaw kupetero at druglord protektor then 3rd silay kakutsaba ng mga NPA...yan ang dahilan ayaw ng 89.99% mamamayan kay Robredo,,"Text, Reply",17/11/19 23:20,,Rational ,1,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Account bio.,,
09-22,31/03/23 09:06:31,https://twitter.com/Alakdan1102Eric/status/1191003364772982787,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni magnanakaw,@alakdan1102eric,pinoyako,"IT Support Analyst,CyberSecurity Network Analyst,Cybersecurity Analyst
Information Security Analyst, Network Administrator, Network Technician.",Identified ,08/12,3039,1935,"California, USA, Vancouver Can","@yolyong PAREHO sila ng UGALI ni LENI ROBREDO, LEAH NAVARRO , KIKO PANGILINAN at BUONG LIBERAL PARTY. KAYA ANY ELECTION DON'T  VOTE TO PEOPLE ASSOCIATED WITH THIS GROUP! MGA TUNAY na MAGNANAKAW ng BAYANG PILIPINAS!!!! BISTADO NA KAYO!",,"Text, Reply",03/11/19 22:45,,Rational ,4,0,1,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",,,
09-23,31/03/23 09:06:31,https://twitter.com/DonnaBondad/status/1183926695822147585,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni magnanakaw,@donnabondad,DDS Donna,"Solid Duterte Supporter
Duterte-Marcos",Identified ,08/18,93,31,National Capital Region,BELAT MO LENI KONTI NLANG ANG NALOLOKO NYO. MAS KAPANI PANIWALA NA KAYO ANG MAGNANAKAW AT ANG AMO NYONG AQUINO.,,"Text, URL",15/10/19 10:04,,"Rational, Emotional ",0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",,,
09-24,31/03/23 09:06:31,https://twitter.com/lig_se/status/1181434412849930240,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni magnanakaw,@lig_se,Oefdabolyung Ninja,"Think before you Tweet, book lover, documentary lover, musician at heart. Love country and Filipinos.",Anonymous ,07/19,467,267,,@Isa_Umali @lenirobredo @dzbb bantayan nyo nga ang magnanakaw na si Leni,,"Text, Reply",08/10/19 13:01,,Emotional ,0,0,0,,,,"There is no evidence to suggest that Leni is corrupt.

https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/",No Location.,,
09-25,31/03/23 09:30:30,https://twitter.com/KamaoNiJuan/status/1340425014143676416,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,leni walang kwenta,@kamaonijuan,Pilipinas Sentinel,Kamao Ni Juan supports ❤️BBM-SARA💚. Thank you very much po sa mga nag-follow at nag-follow back sa akin.,Anonymous ,04/20,1263,1149,Republic of the Philippines,"@nelreis_ @Wingedguy1 @Aczent1 @bingboomsheboom @Tuckoo2 @bhevzkyren @DontMePlease3 @be_liberals @MeOw_MaLdits24 @Jayksbond @Mangagamot_17 Well, ang mga maka-Leni, mag -iipon yan ng edited pics, mga nagawa ni Leni na walang kakwenta kwenta👉tapos PABABANGUHIN NG MEDIA, at mga alagad ni Leni, gagawan nila ito ng istorya sabay mumurahin ang pangulo, SINO ANG BITTER?",,"Text, Reply",20/12/20 06:33,,"Rational, Emotional ",1,1,1,,,,https://mb.com.ph/2022/06/25/countdown-to-june-30-robredo-shares-many-firsts-of-her-vp-stint/,,,
09-26,31/03/23 09:54:03,https://twitter.com/getrichpinoy/status/1471680308248735745,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,nasaan si leni,@getrichpinoy,Get Rich Pinoy!,Philippine Stock Market  - Economics - Tech StartUp Advisor - Free Spirit,Media,10/09,216,1497,"Dubai, United Arab Emirates",Si Madam Leni puro Publicity nanaman pero mahina ang network para makatulong ang kunti 😂 Tapos MAG RE-REKLAMO nanaman sa Media? #Values ✌🤦🤣 Original Pink is MARCOS 💗✌ #Kakampink is #Dilawan lol  nasaan ang pangulo lol madam Leni alam na namin gawain mo 🤣,,"Text, Image",17/12/21 11:15,,Emotional ,1,1,0,,,,"The purpose of photos is for proper documentation and not propaganda. 

https://newsinfo.inquirer.net/1363141/too-much-photo-ops-robredo-says-they-only-want-donors-to-know-where-funds-went",,,
09-27,31/03/23 09:54:03,https://twitter.com/GabineteEdwin/status/1471628537484378120,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,nasaan si leni,@gabineteedwin,Edwin Gabinete,Simple,Identified ,06/21,130,112,"Lipa City, Batangas",@RussBagsic @ivy_vheng @raissawriter HA? Kami pa ang kahihiyaan? Palamura ka rin naman. Si nanay Leni nyo siya ang sumira sa mga Pilipino sa INTERNATIONAL Coomunity. Nasaan ang utak mo? Huwag mong baliktarin ang nanay nyo ang maninira. Si Atty. Gadon palamura at yung minumura karapatdapat na murahin.🤣🤣🤣,,"Text, Reply",17/12/21 07:49,,Emotional ,0,0,0,,,,https://www.philstar.com/headlines/2020/09/12/2041781/ovp-launches-bayanihanapbuhay-help-ofws-find-jobs,,,
09-28,31/03/23 09:54:03,https://twitter.com/AnllateaS/status/1470439517752815621,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,nasaan si leni,@anllateas,Imani Aminah,,Anonymous ,08/18,190,162,Perla del Mar de Oriente,"@manilabulletin Matino at mahusay are both lies. Si Leni Robredo ay Walang alam (idiot/bobo/ mangmang),traidor sa bayan,   limos ang ibinibigay sa mga Pilipino (isang dakot na bigas at patis for a lugaw,sasa for shelter), gustong magbarilan ang Pilipino (see image), nasaan ng husay at katinuan!",,"Text, Image, Reply",14/12/21 01:04,,Rational ,2,1,0,,,,https://www.rappler.com/newsbreak/fact-check/robredo-asks-staff-use-cheap-materials-angat-buhay-village/,No Account bio.,,
09-29,31/03/23 10:01:37,https://twitter.com/folkmite30/status/1343532072002965504,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,nasaan si leni,@folkmite30,-----,,Anonymous ,09/20,70,29,,"Ang tahimik ni Leni, magpapakita lang pag feel niya kaya niyang masiraan ang Pangulo!  #NasaanAngBisePresidente  #NasaanSiLeni #OustLeni #LENIdoro2022",,Text,28/12/20 20:19,,Rational ,1,0,0,,,,https://mb.com.ph/2022/06/25/countdown-to-june-30-robredo-shares-many-firsts-of-her-vp-stint/,No Location and Account bio.,,
09-30,31/03/23 09:54:03,https://twitter.com/reyjuico/status/1469612552099610624,09,"Ko, Daryll",RBRD,Leni's incompetence/corruptness as a VP,nasaan si leni,@reyjuico,Reynaldo Juico 🇵🇭 👊✌️,Industrial automation for the oil & gas industry | Filipino taxpayer | I am for the Rule of Law | Partner for Change l A realist,Identified ,11/12,276,2099,"Mandaluyong City, Philippines","@amigoManila Complete opposite talaga dahil incomparable ang mga achievements ng Pangulo kesa kay Vp. The trust ratings had shown it. E si Vp Leni, hanggang 25% lang yata trust rating nya. Her youtube channel cannot even draw a thousand views. Nasaan ang 11M na bomoto sa kanya nuong 2016?",,"Text, Reply",11/12/21 18:18,,Rational,5,1,2,,,,"Leni Robredo's videos do get a nontrivial amount of traction:

https://www.youtube.com/@LenirobredoPH",,,
09-31,31/03/23 01:12:18,https://twitter.com/Edelwei8/status/1604456687720611841,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inutil,@edelwei8,Edelweiß,,Anonymous ,10/17,686,383,,@leisbeth_recto Nasaan ang Pondo bat yan lang. Pinatayo mga Bugok ! Di daw Corrupt . Choose mo si Leni lutang pareho kayong Bobo . Inutil di leni mo teh walang nagaw puro Epal at photo ops lang ang nagawa.,,"Text, Image, Reply",18/12/22 20:40,,Rational,4,0,2,,,,"""On the issue of her magazine covers, most of these were published before she became Vice President.""

https://www.rappler.com/nation/203309-leni-robredo-debunks-fake-news/",No Location and Account bio.,,
09-32,31/03/23 01:12:18,https://twitter.com/joeygalvezII/status/1586849540971597824,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inutil,@joeygalvezii,Joey Galves II,Voice Over Artist/Multi-Awarded Fake Troll,Anonymous ,12/21,236,484,Republic of the Philippines,"@pads_nosi Ubos na ang confidential funds for 2022, padre. Inubos na ng inutil na Madumb Leni mo sa kampanya! 😂😂😂",,"Text, Reply",31/10/22 06:36,,Rational,1,0,0,,,,https://newsinfo.inquirer.net/1384816/ovp-has-no-intel-funds,,,
09-33,31/03/23 01:12:18,https://twitter.com/b_antonio3/status/1578237161546997760,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni inutil,@b_antonio3,Professor X,Bigman,Anonymous ,11/19,116,12,,"@BosyoJ Medalya ng kabobohan at kalutangan yang leni lutang robredo mo,pati ikaw naging bugok kna rin,inutil nga yan,walang nagawa para sa bayan,mabuti pa si VP Sara Duterte for her 100 days in office,ang dami na nyang nagawa",,"Text, Reply",07/10/22 12:13,,Rational,0,0,0,,,,https://newsinfo.inquirer.net/913049/robredo-ovp-has-spent-86-of-released-budget-in-2016,No Location.,,
09-34,31/03/23 11:31:11,https://twitter.com/RowlanzG/status/1581829099416596480,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni walang common sense,@rowlanzg,Rowlanz Gutierrez,handsome,Anonymous ,07/20,33,6,,"@Flencexx As if nman may common sense pinagsasabi mo🤣how can you be so sure na ung mama leni mo walang bahid ng kasinungalingan, corruption at may ethical politics nia?araw araw k b nia nakakasama pra masigurado mo yan?so kng d mo nman pala masigurado then all ur shit is more nonsense😂",,"Text, Reply",17/10/22 10:07,,Rational,0,0,0,,,,https://www.gmanetwork.com/news/topstories/nation/830199/robredo-says-ovp-s-highest-rating-from-coa-shows-no-corruption-in-her-track-record/story/,No Location.,,
09-35,31/03/23 11:31:11,https://twitter.com/Jayefree1/status/1518449814559928320,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni walang common sense,@jayefree1,Andrew Genus 🇵🇭,A dyslexic digital trail of my political and mundane subscriptions. I speak up when my mind is spoken to.😌,Anonymous ,06/19,1866,337,"Davao City, Davao Region",Just another reason to love PRRD.  The next president will have a lot to fill-in.  Tapos you vote for Leni na walang ibang ginawa kundi siraan si PRRD in the last 6 years?  Common sense naman diyan Pinklawans.  Be judicious with your vote.  Only BBM Sara is the way to go.  ✌️🇵🇭👊,,"Text, Quote Tweet",25/04/22 12:40,,"Rational
Emotional",9,0,3,,,,https://newsinfo.inquirer.net/1605274/leni-robredos-vp-tenure-small-funds-big-objectives,,,
09-36,31/03/23 11:31:11,https://twitter.com/jfangs90/status/1355438777766801409,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni walang common sense,@jfangs90,StayAwayfromMe,,Anonymous ,06/09,227,78,,@temaarts_MD @malouphil @News5PH Walang common sense si Aling Leni kung ganun. Maski siguro panis ang Bigay ng donors e distribute nya Tutal bigay naman ng donors at tiga distribute Lang sya para masabing tumulong.,,"Text, Reply",30/01/21 16:52,,Rational,3,1,0,,,,https://www.rappler.com/newsbreak/fact-check/264618-ovp-sent-spoiled-food-frontliners-diliman-doctors-hospital/,No Location and Account bio.,,
09-37,02/04/23 16:29:00,https://twitter.com/qwerty4728384/status/1587629520462700544,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni di sanay,@qwerty4728384,blakely,,Anonymous ,01/12,663,132,,"@itsY0L0 trabaho lang si sara, di gaya ni Leni na kunyariam trabaho tapos todo picture. kaya siguro di ka sanay lol",,"Text, Reply",02/11/22 10:15,,Rational,0,0,0,,,,"The purpose of photos is for proper documentation and not propaganda. 

https://newsinfo.inquirer.net/1363141/too-much-photo-ops-robredo-says-they-only-want-donors-to-know-where-funds-went",No Location and Account bio.,,
09-38,02/04/23 16:29:00,https://twitter.com/KGoo92/status/1587079360195923968,09,"Garais, Zandrew",RBRD,Leni's incompetence/corruptness as a VP,leni di sanay,@kgoo92,Kgooo,,Anonymous ,09/20,418,622,,@HubloyF @Rolly1807 @bongbongmarcos Oh talaga ba? Kayong kakarampot na Kakampinks lang naman di nakakaramdam sa administrasyon nya.   Sanay kasi kayo sa Leni niyong basura na photo ops lang alam gawin during the difficult times 😂 Pero wala naman talagang nagagawa. Eeew! 🤮,,"Text, Reply",31/10/22 21:49,,Rational,0,2,0,,,,"The purpose of photos is for proper documentation and not propaganda. 

https://newsinfo.inquirer.net/1363141/too-much-photo-ops-robredo-says-they-only-want-donors-to-know-where-funds-went",No Location and Account bio.,,
